English,Vietnamese
Tom won again.,Tom đã lại thắng một lần nữa.
Where are we?,Chúng ta ở đâu?
I hate crowds.,Tôi ghét những lúc đông người.
I hate everyone.,Tao ghét tất cả chúng nó.
Are they serious?,Họ có nghiêm túc không?
I guess so.,Tôi đoán vậy.
Come and see!,Lại đây xem này!
Oh my God!,Ôi chúa ơi!
Everyone says that.,Mọi người nói vậy.
Once is enough.,Một lần là đủ.
What rotten luck!,Xui quá!
Women are sincere.,Phụ nữ là những người chân thành.
I'm clumsy.,Mình hậu đậu lắm.
Courtesy costs nothing.,Lời nói chẳng mất tiền mua.
She spoke French.,Cô ấy nói tiếng Pháp.
Why is that?,Tại sao?
It will break.,Nó sẽ vỡ.
He's crazy.,Anh ta điên rồi.
Please be serious.,Làm ơn nghiêm túc đi.
I like coffee.,Tôi thích cà phê.
Get over here.,Lại đây.
Keep on working.,Hãy làm việc tiếp đi.
I speak Japanese.,Tôi có thể nói chuyện bằng tiếng Nhật.
Everyone ran outside.,Mọi người đã chạy ra ngoài.
Tom seems discontented.,Tom có vẻ như bất mãn.
Are you Canadian?,Ngài là người Canada phải không?
Tom was unlucky.,Tom đã không may mắn.
I hate moving.,Tớ ghét di chuyển.
Bring a shovel.,Hãy mang theo xẻng.
"Hey, wait up.",Đợi một chút đã!
Tom likes fishing.,Tom thích câu cá.
All or nothing.,Tất cả hoặc không gì cả.
Come what may!,Ra sao thì ra!
I'm bald.,Tôi bị hói
He's eating.,Là.
You hate me.,Bạn ghét tôi.
I speak Russian.,Tôi nói tiếng Nga.
I like bread.,Tôi thích bánh mì.
Is it unconstitutional?,Nó có vi hiến?
I can read.,Tôi đọc được.
I rescued Tom.,Tôi đã cứu Tom.
Tom helps us.,Tom giúp đỡ chúng tôi.
Tom bought it.,Tom đã mua nó.
Black suits you.,màu đen hợp với bạn
We're cooking.,Chúng tôi đang nấu ăn.
"Men cry, too.",Đàn ông cũng có lúc khóc mà.
Mind your language.,Hãy chú ý đến cách ăn nói.
Is he married?,Anh ấy đã kết hôn chưa?
Don't smoke!,Đừng hút thuốc!
Is today payday?,Hôm nay là ngày phát lương à?
"Still sleepy, right?",Bạn vẫn thiếu ngủ à?
I know nothing.,Tôi chẳng biết gì cả.
I wanna go.,Tôi muốn đi.
Mary respects you.,Mary tôn trọng bạn.
He rewrote it.,Anh ta viết lại nó.
She scared us.,Cô ta doạ chúng tôi.
I like her.,Tôi yêu anh ấy. Tôi đánh giá cao anh ấy.
Mary likes snow.,Mary thích tuyết.
We needed money.,Chúng ta cần tiền.
They're everywhere!,Chúng ở khắp nơi!
She is lazy.,Cô ấy lười biếng.
I speak Mari.,Tôi nói tiếng Mari.
She called me.,Cô ấy gọi điện thoại cho tôi.
She likes animals.,Cô ấy thích động vật.
I'm atheist.,Tôi là một người vô thần.
I am here.,Tôi đây.
"Tom, you traitor!","Tom, đồ phản bội!"
He ate out.,Anh ta đã đi ăn ngoài.
May I begin?,Tôi bắt đầu được không ạ?
Anything can happen.,Điều gì cũng có thể xảy ra.
I love honey.,Tui yêu mật ong.
My knee hurts.,Tôi đau đầu gối quá.
I am hungry!,Tôi đói.
French is difficult.,Tiếng Pháp khó quá.
Love is possible.,Tình yêu là có thể.
That's intriguing.,Cái đó nhìn hấp dẫn.
They're vegetarians.,Tụi nó là những người ăn chay.
Hit the brakes!,Bấm phanh đi!
I speak German.,Tôi nói tiếng Đức.
Creationism is pseudoscience.,Thuyết tạo hóa là phản khoa học.
The bird flies.,Chim thì bay lượn.
Go to bed.,Ngủ đi.
See you tonight.,Hẹn gặp bạn tối nay.
Tom phoned Mary.,Tom đã gọi điện cho Mary.
Tom slugged Mary.,Tom đấm Mary.
Is everybody busy?,Mọi người có bận không?
We think alike.,Tôi đồng ý với anh.
She loves me.,Cô ấy yêu tôi.
I'll help.,Tôi giúp gì.
Call me Tom.,Hãy gọi tôi là Tom đi.
"Hang on, Tom.","Chờ chút, Tom."
It was pizza.,Nó đã từng là một cái pizza.
Tom was poor.,Tom từng là một người nghèo.
Nothing is impossible.,không gì là không thể.
It's sad.,Buồn.
John chased Mary.,Giăng đuổi theo Mari.
Vote for me!,Bầu cho tôi đi!
I speak French.,Tôi nói tiếng Pháp.
I teach French.,Tôi dạy tiếng Pháp.
We study French.,Tôi đang học tiếng Pháp.
Tom teaches French.,Tom đang dạy tiếng Pháp.
Go to bed!,Đi ngủ đi.
I am busy.,Tôi đang bận.
"Sit down, please!",Mời bạn ngồi xuống.
I love languages.,Tôi thích ngôn ngữ.
I love you!,Em yêu anh!
April Fool's!,Ngày Cá tháng Tư!
Everybody thinks so.,Mọi người đều nghĩ vậy.
I enjoy chess.,Tôi thích cờ vua.
I already know.,Tôi đã biết rồi.
What a shame.,Thật đáng tiếc.
I'm okay.,Không sao.
He needs help.,Anh ấy cần giúp đỡ.
Are you okay?,Bạn có sao không?
Tom committed suicide.,Tom đã tự tử.
You were wrong.,Bạn đã sai.
You were singing.,Bạn đang hát.
You startled me.,Anh làm tôi bàng hoàng!
You need protection.,Bạn cần được bảo vệ.
You may enter.,Bạn có thể vào.
You know this.,Bạn biết điều này.
You have mail.,Bạn có thư.
You did great.,Bạn đã làm rất tốt đấy.
Who paid you?,Ai trả tiền cho bạn?
What has happened?,Có chuyện gì vậy?
Were you excited?,Bạn có hồi hộp không?
Use your brain.,Sử dụng bộ não của bạn.
Use them all.,Hãy dùng hết cả đi
Try another door.,Hãy thử một cánh cửa khác.
This is remarkable.,Điều này thật đáng chú ý.
They arrested me.,Họ bắt tôi.
These are wonderful.,Thật tuyệt vời
Thanks very much.,Cám ơn bạn nhiều nghe!
Take me there.,Hãy đưa tôi đến đó.
Take a shower.,Tắm đi.
Should I reply?,Tôi có nên trả lời không?
Please stand aside.,Vui lòng đứng sang một bên.
Pass the ketchup.,Đưa tôi chai ketchup.
Pack your bags.,Thu dọn đồ đạc đi.
Nothing will change.,Không có gì thay đổi.
Nobody showed up.,Không ai tới hết.
Leave it here.,Hãy để nó ở đây.
Keep your seats.,Giữ ghế của các bạn.
Just touch it.,Sờ thử đi nào.
Just stay put.,Ở yên đó.
Just go away.,Anh hãy đi khỏi đây.
Just get inside.,Cứ vào trong đi đã.
Just enjoy it.,Hãy hưởng thụ đi.
Just call me.,Cứ việc gọi cho tôi nhé.
It might explode.,Nó có thể nổ.
Is Monday OK?,Thứ hai OK không?
Is everyone waiting?,Mọi người đang chờ à?
Is anyone there?,Có ai ở đó không?
I will help.,Tôi giúp gì.
I will go.,Tôi sẽ đi.
I wear boxers.,Tôi mặc quần đùi
I was kidnapped.,Tớ từng bị bắt cóc.
I require advice.,Tôi cần 1 lời khuyên.
I need more.,Tôi cần thêm.
I love sunsets.,Tôi yêu hoàng hôn.
I like this.,Mình thích cái này.
I like blue.,Mình thích màu xanh.
I heard that.,Tôi đã nghe điều đó.
I heard it.,Tôi đã nghe điều đó.
I have questions.,Tôi có câu hỏi.
I hate lawyers.,Tôi ghét luật sư.
I got thirsty.,Tôi khát nước.
I feel better.,Tôi khỏe hơn rồi.
I feel bad.,Tôi cảm thấy xấu.
I did that.,Tôi đã làm đấy.
Hold that thought.,Dừng lại đây đã.
Heat it up.,Làm nóng.
Give me that.,Đưa nó cho tôi.
Get to bed.,Ngủ đi.
Find a job.,Hãy tìm một công việc đi.
Everything is working.,Tất cả đều đang hoạt động.
Everyone stayed calm.,Tất cả mọi người bình tĩnh.
Everyone looked surprised.,Mọi người trông có vẻ kinh ngạc.
Everyone's relieved.,Tất cả mọi người đều thở phào nhẹ nhõm.
Do you dance?,Bạn có nhảy không?
Come and see.,Lại đây xem này!
Close the book.,Gập sách lại!
Can I begin?,Tôi bắt đầu được không ạ?
Call the police.,Hãy gọi cho cảnh sát
Call the cops.,Gọi công an đi!
Are you injured?,Bạn có bị thương không?
Are you hot?,Bạn có nóng không?
Are you cold?,Bạn lạnh không?
Are you alive?,Bạn sống không?
Are we sinking?,Chúng ta đang lặn à?
Are we finished?,Chúng ta đã xong chưa?
Anybody can try.,Bất cứ ai cũng có thể thử.
Is Tom unconscious?,Tom có tỉnh không?
Is Tom nervous?,Không biết là Tom có đang căng thẳng không nhỉ?
Is Tom in?,Tom có ở đó không?
Is Tom here?,Tom có ở đó không?
Is Tom famous?,Tom có nổi tiếng không vậy?
Is Tom around?,Tom có ở đó không?
They work together.,Họ làm cùng nhau.
They were married.,Họ lấy nhau rồi.
They have come.,Họ đã đến.
They all left.,Tất cả họ đều đã rời đi.
They're stuck.,Họ đang bị mắc kẹt.
They're handcuffed.,Họ đã bị còng tay.
We should hurry.,Chúng ta nên di chuyển.
We need tools.,Chúng tôi cần các công cụ.
We must hurry.,Bạn phải nhanh lên.
We have arrived.,Tôi đến.
That's impossible!,Điều đó không thể!
Who hit Tom?,Ai đã đánh Tom?
We miss Tom.,Chúng tôi nhớ Tom.
Tom went pale.,Mặt Tom tái mét lại.
Hello everybody.,Chào mọi người.
She shouted.,Cô ấy hét lên.
She escaped.,Cô ấy đã bỏ chạy.
I yawn.,Tôi ngáp.
"Hello, everyone.",Chào mọi người.
For real?,Xạo!
She undressed.,Cô cởi quần áo.
Toodle-oo!,Dô!
Merry Christmas.,Chúc mừng giáng sinh!
Hold tight!,Nắm chặt vào!
Hello everyone.,Chào mọi người.
Talk slowly.,Nói chậm thôi.
She yawned.,Cô ấy ngáp.
Mazal tov.,Xin chúc mừng!
Mazal tov!,Xin chúc mừng!
No peeking!,Đừng có nhìn!
Learn Hungarian!,Hãy học tiếng Hungary!
I come.,Tôi đến.
Leg it!,Chạy!
Want it?,Cần không?
Stay home.,Ở nhà.
Who waited?,Ai đã chờ đợi?
He remembered.,Anh ấy đã nhớ ra.
He shouted.,Anh ấy hét lên.
He dances.,Anh ấy nhảy.
He paused.,Anh ấy tạm dừng.
He lied.,Anh ấy đã nói dối.
Hit him.,Đánh hắn.
"Tomayto, tomahto.",Thì cũng thế.
Thank God!,Cảm ơn Chúa!
He waited.,Anh ấy đã chờ đợi.
Mazel tov.,Xin chúc mừng!
You paying?,Bạn có trả tiền không?
The fuck?,Cái đéo gì vậy?
It succeeded!,Thành công rồi!
They succeeded!,Thành công rồi!
She succeeded!,Thành công rồi!
He succeeded!,Thành công rồi!
You succeeded!,Thành công rồi!
Uh-huh.,Ừ.
I succeeded!,Thành công rồi!
Tom travels.,Tom đang đi du lịch.
Shut up.,Im đi.
Bye-bye!,Bai nha!
She eats.,Là.
He eats.,Là.
"So, what?",Thì sao?
Good timing.,Đúng lúc lắm.
23 skidoo!,Phắn đi!
"Oh, OK.","Ồ, OK."
"Alphabetically, please.",Xin vui lòng theo thứ tự bảng chữ cái.
S'up?,Gì thế?
Sami recovered.,Sami đã hồi phục.
"Tomato, tomato.",Thì cũng thế.
"Oh, yeah?",Vậy hả?
I danced.,Tôi đã nhảy
Use caution.,Hãy cẩn thận.
Ask freely.,Hãy cứ hỏi tự nhiên.
Welcome back!,Chào mừng trở lại!
"Ah, snow!","A, tuyết kìa!"
Come here!,Lại đây.
"Hello, Lisa!",Chào Lisa!
Speak slowly.,Nói chậm thôi.
How sad!,Buồn.
Donate blood.,Hãy hiến máu.
You stink.,Bạn bốc mùi.
Eat it.,Ăn đi.
Hurry up!,Mau lên!
'Ppreciate it!,Cám ơn!
Who farted?,Ai đã đánh rắm vậy?
"Hello, Lisa.",Chào Lisa!
Stop joking.,Đừng đùa nữa.
Be thankful.,Ăn quả nhớ kẻ trồng cây.
Please come!,Hãy đến.
Drop dead!,Phắn đi!
You danced.,Bạn đã nhảy.
Ah! Snow!,"A, tuyết kìa!"
Pipe down.,Trật tự!
Finders keepers!,Tìm thì sẽ thấy.
"Oh, sorry.","Ờ, xin lỗi nghe."
He lies.,Anh ấy nói dối.
Cheer up.,Tích cực lên đi.
Pipe down!,Trật tự!
Speak softly.,Nói nhỏ thôi.
Same here.,Tôi cũng thế.
It hurts.,Đau.
Good bye!,"Tạm biệt, vĩnh biệt!"
"Hi, guys.","Xin chào, bạn khỏe không?"
"Hi, Tom.",Chào Tom.
Watch this.,Hãy nhìn cái này.
Abrams barked.,Ápram đã sủa.
Go inside.,Hãy vào!
No worries.,Đừng lo.
No Smoking!,Không hút thuốc!
Good evening!,Chào buổi tối.
Good morning.,Chào bạn.
Go on.,Tiếp tục đi.
Hit Tom.,Đánh Tom.
Tom lies.,Tom là một kẻ nói dối.
Tom exercises.,Tom tập thể dục.
Total tosh.,Xàm!
Any questions?,Câu hỏi?
"Water, please.",Cho tôi xin ít nước.
"Yes, gladly.","Vâng, rất sẵn lòng."
Tom winked.,Tom nháy mắt.
Be merciless.,Hãy tàn nhẫn.
Be punctual.,Hãy đúng giờ.
Carry this.,Lấy cái này.
Continue working.,Hãy làm việc tiếp đi.
Drive faster.,Lái nhanh hơn đi.
Everybody waited.,Mọi người đã đợi.
Get changed.,Thay quần áo đi.
I apologized.,Tôi đã xin lỗi.
I disagree.,Tôi không nghĩ như vậy.
I promise.,Tôi hứa.
Keep back.,Lùi lại.
Keep looking.,Cứ tiếp tục xem đi.
Keep working.,Hãy làm việc tiếp đi.
Keep writing.,Hãy tiếp tục viết đi.
Look here.,Lại đây.
Sit there.,Hãy ngồi ở đó.
Start singing.,Bắt đầu hát đi.
Stop it.,Dừng lại!
Watch carefully.,Hãy nhìn thật kỹ.
"Well, what?",Thì sao?
Everyone waited.,Mọi người đã đợi.
He succeeded.,Đã thành công.
No smoking.,Không hút thuốc!
Be careful!,Hãy chú ý!
Hang on.,Đợi!
Feel this.,Đạt được điều này.
They swam.,Họ đã bơi.
Very romantic!,Rất lãng mạn!
Try this.,Thử cái này xem sao.
How nice!,Cô ấy xinh đẹp quá!
How beautiful!,Thật đẹp làm sao!
Happy Christmas!,Chúc mừng giáng sinh!
Thank you.,Cám ơn!
No smoking!,Không hút thuốc!
Stop that.,Dừng lại!
Wake up.,Dậy đi!
Be careful.,Hãy chú ý!
Good day.,Một ngày tốt lành!
We succeeded.,Thành công rồi!
Hurry home.,Hãy mau về nhà đi.
Stop filming.,Dừng ghi hình.
"Yes, master.",Vâng thưa ngài.
They won.,Họ đã thắng.
Make haste.,Mau lên!
No kidding?,Thật không?
We know.,Chúng ta biết.
Just relax.,Dù sao thì hãy cứ bình tĩnh.
Tom kneeled.,Tom quỳ xuống.
Tom wept.,Tom đã khóc.
Stop worrying.,Đừng lo.
Be patient.,Bình tĩnh!
Anybody home?,Có ai ở nhà không?
Exercise outdoors.,Bạn hãy ra ngoài mà tập thể dục đi.
Be quiet.,Im đi.
Forget it!,Quên đi!
Help me!,Cứu tôi với!
Me too.,Tôi cũng thế.
Read this.,Đọc cái này đi.
Go on!,Tiếp tục đi.
Stop it!,Dừng lại!
Come in!,Hãy vào!
Remember this!,Hãy nhớ điều này!
Trust me.,Tin tôi đi.
Whatcha making?,Bạn đang làm gì đây?
Ignore him.,Đừng để ý đến nó.
Okey-dokey.,Ô kê.
No comment.,Miễn bình luận.
Walk slowly!,Đi chậm thôi!
Good day!,Chào em!
April fools!,Ngày Cá tháng Tư!
Install Linux!,Cài đặt Linux!
Hit me.,Đánh tôi.
Gotta go.,Phải đi thôi.
Say it.,Nói!
"Yeah, and?",Thì sao?
Look sharp!,Mau lên!
How romantic!,Rất lãng mạn!
You run.,Bạn chạy.
Stop that!,Dừng lại!
Get lost!,Cút đi!
Darn it!,Đụ!
G'day.,Chào chị.
No problem.,Không sao.
And you?,Con bận à?
Please leave.,Anh hãy đi khỏi đây.
Good afternoon.,Chào bạn.
We succeeded!,Thành công rồi!
Drive safely.,Hãy lái xe an toàn.
Please sit.,Cứ ngồi nhé.
Come over!,Đến nhà tôi đi.
That hurts.,Đau.
Shut up!,Câm mồm!
I came.,Tôi đến.
I forgot.,Tôi quên rồi.
I agree.,Đồng ý.
Fuck off!,Cút đi!
Fucking whore.,Đồ con phò.
Call me!,Hãy gọi cho tôi!
Of course!,Tất nhiên.
Go away!,Cút đi!
Excuse me.,Cho tôi xin lỗi!
Of course.,Có lẽ.
I understand.,Hiểu rồi!
"No, thanks.","Không, cám ơn."
Be quiet!,Trật tự!
Good luck!,Cố gắng lên nhé.
Good night!,Ngủ ngon nha!
Pay attention!,Hãy chú ý!
No problem!,Không sao.
And then?,Thì sao?
"Hello, world!",hello thế giới!
Good question!,Đó là một câu hỏi hay.
Watch out!,Hãy chú ý!
What happened?,Có chuyện gì vậy?
Thank you!,Cám ơn!
Too bad.,Than ôi!
Thank God.,Cảm ơn Chúa!
No swimming.,Không được bơi.
Come in.,Hãy vào!
Good evening.,Chào buổi tối.
Good morning!,Chào buổi sáng!
Search me.,Tôi không biết.
Fuck you!,Chết đi!
Finders keepers.,Tìm thì sẽ thấy.
Please come.,Hãy đến.
Wake up!,Dậy đi!
Many thanks.,Cám ơn rất nhiều!
"Me, too.",Tôi cũng thế.
Got it!,Hiểu rồi!
Beats me.,Tôi chả hiểu.
She cried.,Nó đã khóc.
He tries.,Hắn thử.
Any fever?,Bạn có bị sốt không?
Hold it!,Đợi!
Naoko swims.,Naoko bơi.
Birds fly.,Chim thì bay lượn.
Birds sing.,Chim hót.
No parking.,Cấm đậu xe.
How embarrassing!,"A a, ngượng chết đi mất!"
Who knows?,Ai mà biết được?
Keep quiet!,Xin hãy giữ im lặng.
Keep quiet.,Xin hãy giữ im lặng.
Get serious.,Đừng đùa nữa.
All right.,Ô kê.
Get out!,Bị rơi!
Help me.,Giúp tôi đi.
I overslept.,Tôi dậy rất muộn.
I laughed.,Tôi cười.
Suit yourself.,Thích làm gì thì làm.
Get away!,Cút đi!
Attention please!,Hãy chú ý chỗ này!
Cheer up!,Tích cực lên đi.
Good luck.,Cố gắng lên nhé.
"Gee, unbelievable!","Ôi, thật là khó tin!"
Good-bye!,Tạm biết!
Mom! Hurry!,"Mẹ ơi, hãy khẩn trương lên!"
"Hello, Tom.",Chào Tom.
Come along.,Cùng nhau tới nhé.
Then what?,Thì sao?
Who cares?,Thì?
Come here.,Lại đây.
Go ahead!,Chúng ta ãy đi.
How deep?,Nó sâu bao nhiêu?
Any time.,bất kì lúc nào
Pardon me?,Cô có thể nói lại được không ạ?
Walk slowly.,Đi chậm thôi!
Aoi dances.,Aoi nhảy.
At ease.,Nghỉ đi!
What for?,Để làm gì?
For what?,Để làm gì?
Fire! Run!,Cháy! Chạy mau!
Open up.,Mở ra.
"Check, please.",Làm ơn tính tiền.
I try.,Tôi sẽ thử.
Look out!,Hãy chú ý!
I fainted.,Tui xỉu.
They quarreled.,Họ đã cãi nhau.
No way!,Xạo!
Too late.,Quá muộn
Merry Christmas!,Giáng sinh vui vẻ!
Nobody came.,Không ai đến.
So what?,Thì?
Hurry up.,Mau lên!
Squeeze the towel.,Vắt cái khăn.
"Okay, no problem.","Ok, không có vấn đề gì."
Take a breather!,Nghỉ đi!
"Hurry up, Mum!","Mẹ ơi, hãy khẩn trương lên!"
"Mum, hurry up!","Mẹ ơi, hãy khẩn trương lên!"
She will escape.,Sẽ bỏ chạy.
She will flee.,Sẽ bỏ chạy.
Everyone loves her.,Ai cũng quý cô ấy.
I have eaten.,Tôi ăn rồi.
This is unnecessary.,Cái này không cần thiết.
Mary repeats herself.,Mary lặp lại lời nói của mình.
He fired everyone.,Anh ta đã sa thải tất cả mọi người.
Live with us.,Ở lại với chúng tôi.
Are they Italian?,Họ là người Ý à?
Tom invited everyone.,Tom đã mời mọi người.
Tom kept apologizing.,Tom đã liên tục xin lỗi.
Tom telephoned Mary.,Tom đã gọi điện cho Mary.
Heat kills people.,Nắng nóng giết chết người.
Does Tom approve?,Tom có đồng ý không?
I see nothing.,Tôi chẳng nhìn thấy gì cả.
Is everyone interested?,Có ai hứng thú không?
"I voted ""remain"".",Tôi đã bỏ phiếu ở lại.
She got undressed.,Cô cởi quần áo.
They are late.,Họ đến muộn.
Which is cinema?,Rạp chiếu phim nào?
She draws beautifully.,Cô ấy vẽ đẹp.
Everyone stay calm!,Tất cả bình tĩnh!
I will scream.,Tôi sẽ la lên đấy.
Check their nest.,Hãy kiểm tra tổ của chúng.
Check their closet.,Hãy kiểm tra tủ quần áo của họ.
Check their workplaces.,Hãy kiểm tra các nơi làm việc của họ.
Check their positions.,Hãy kiểm tra các vị trí của họ.
They farm sugarcane.,Họ trồng mía.
They know everyone.,Ai họ cũng biết hết.
Tom got insulted.,Tôm bị xúc phạm
I am listening.,Tôi nghe đây.
Who is Hai?,Hải là ai?
Clean the sink.,Dọn bồn rửa mặt.
Winter's coming.,Mùa đông đang đến.
You're sacked.,Cậu bị sa thải.
You are mine.,Em là của anh.
I told everything.,Tôi đã nói tất cả.
What now then?,Thế bây giờ thế nào?
We are Vietnamese.,Chúng tôi là người Việt Nam.
Are you crazy?!,Điên à!
In your dream!,Đừng có mơ!
I feel poorly.,Tôi cảm thấy xấu.
